id,name,ability,type,classfication,hp,attack,defense,sp_attack,sp_defense,speed,pokedex_number,capture_rate,height_m,weight_kg,generation,is_legendary,percentage_male,experience_growth,image
139,Omastar,Swift Swim,rock,Spiral Pokemon,70,60,125,115,70,55,139,45,1,35,1,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png
140,Kabuto,Swift Swim,rock,Shellfish Pokemon,30,80,90,55,45,55,140,45,0.5,11.5,1,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png
141,Kabutops,Swift Swim,rock,Shellfish Pokemon,60,115,105,65,70,80,141,45,1.3,40.5,1,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png
142,Aerodactyl,Rock Head,rock,Fossil Pokemon,80,135,85,70,95,150,142,45,1.8,59,1,0,88.1,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png
143,Snorlax,Immunity,normal,Sleeping Pokemon,160,110,65,65,110,30,143,25,2.1,460,1,0,88.1,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png
144,Articuno,Pressure,ice,Freeze Pokemon,90,85,100,95,125,85,144,3,1.7,55.4,1,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png
145,Zapdos,Pressure,electric,Electric Pokemon,90,90,85,125,90,100,145,3,1.6,52.6,1,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png
146,Moltres,Pressure,fire,Flame Pokemon,90,100,90,125,85,90,146,3,2,60,1,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png
147,Dratini,Shed Skin,dragon,Dragon Pokemon,41,64,45,50,50,50,147,45,1.8,3.3,1,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png
148,Dragonair,Shed Skin,dragon,Dragon Pokemon,61,84,65,70,70,70,148,45,4,16.5,1,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png
149,Dragonite,Inner Focus,dragon,Dragon Pokemon,91,134,95,100,100,80,149,45,2.2,210,1,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png
150,Mewtwo,Pressure,psychic,Genetic Pokemon,106,150,70,194,120,140,150,3,2,122,1,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png
151,Mew,Synchronize,psychic,New Species Pokemon,100,100,100,100,100,100,151,45,0.4,4,1,1,,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png
152,Chikorita,Overgrow,grass,Leaf Pokemon,45,49,65,49,65,45,152,45,0.9,6.4,2,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png
153,Bayleef,Overgrow,grass,Leaf Pokemon,60,62,80,63,80,60,153,45,1.2,15.8,2,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png
154,Meganium,Overgrow,grass,Herb Pokemon,80,82,100,83,100,80,154,45,1.8,100.5,2,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png
155,Cyndaquil,Blaze,fire,Fire Mouse Pokemon,39,52,43,60,50,65,155,45,0.5,7.9,2,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png
156,Quilava,Blaze,fire,Volcano Pokemon,58,64,58,80,65,80,156,45,0.9,19,2,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png
157,Typhlosion,Blaze,fire,Volcano Pokemon,78,84,78,109,85,100,157,45,1.7,79.5,2,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png
158,Totodile,Torrent,water,Big Jaw Pokemon,50,65,64,44,48,43,158,45,0.6,9.5,2,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png
159,Croconaw,Torrent,water,Big Jaw Pokemon,65,80,80,59,63,58,159,45,1.1,25,2,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png
160,Feraligatr,Torrent,water,Big Jaw Pokemon,85,105,100,79,83,78,160,45,2.3,88.8,2,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png
161,Sentret,Run Away,normal,Scout Pokemon,35,46,34,35,45,20,161,255,0.8,6,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png
162,Furret,Run Away,normal,Long Body Pokemon,85,76,64,45,55,90,162,90,1.8,32.5,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png
163,Hoothoot,Insomnia,normal,Owl Pokemon,60,30,30,36,56,50,163,255,0.7,21.2,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png
164,Noctowl,Insomnia,normal,Owl Pokemon,100,50,50,86,96,70,164,90,1.6,40.8,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png
165,Ledyba,Swarm,bug,Five Star Pokemon,40,20,30,40,80,55,165,255,1,10.8,2,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png
166,Ledian,Swarm,bug,Five Star Pokemon,55,35,50,55,110,85,166,90,1.4,35.6,2,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png
167,Spinarak,Swarm,bug,String Spit Pokemon,40,60,40,40,40,30,167,255,0.5,8.5,2,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png
168,Ariados,Swarm,bug,Long Leg Pokemon,70,90,70,60,70,40,168,90,1.1,33.5,2,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png
169,Crobat,Inner Focus,poison,Bat Pokemon,85,90,80,70,80,130,169,90,1.8,75,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png
170,Chinchou,Volt Absorb,water,Angler Pokemon,75,38,38,56,56,67,170,190,0.5,12,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png
171,Lanturn,Volt Absorb,water,Light Pokemon,125,58,58,76,76,67,171,75,1.2,22.5,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png
172,Pichu,Static,electric,Tiny Mouse Pokemon,20,40,15,35,35,60,172,190,0.3,2,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png
173,Cleffa,Cute Charm,fairy,Star Shape Pokemon,50,25,28,45,55,15,173,150,0.3,3,2,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png
174,Igglybuff,Cute Charm,normal,Balloon Pokemon,90,30,15,40,20,15,174,170,0.3,1,2,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png
175,Togepi,Hustle,fairy,Spike Ball Pokemon,35,20,65,40,65,20,175,190,0.3,1.5,2,0,88.1,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png
176,Togetic,Hustle,fairy,Happiness Pokemon,55,40,85,80,105,40,176,75,0.6,3.2,2,0,88.1,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png
177,Natu,Synchronize,psychic,Little Bird Pokemon,40,50,45,70,45,70,177,190,0.2,2,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png
178,Xatu,Synchronize,psychic,Mystic Pokemon,65,75,70,95,70,95,178,75,1.5,15,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png
179,Mareep,Static,electric,Wool Pokemon,55,40,40,65,45,35,179,235,0.6,7.8,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png
180,Flaaffy,Static,electric,Wool Pokemon,70,55,55,80,60,45,180,120,0.8,13.3,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png
181,Ampharos,Static,electric,Light Pokemon,90,95,105,165,110,45,181,45,1.4,61.5,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png
182,Bellossom,Chlorophyll,grass,Flower Pokemon,75,80,95,90,100,50,182,45,0.4,5.8,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png
183,Marill,Thick Fat,water,Aquamouse Pokemon,70,20,50,20,50,40,183,190,0.4,8.5,2,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png
184,Azumarill,Thick Fat,water,Aquarabbit Pokemon,100,50,80,60,80,50,184,75,0.8,28.5,2,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png
185,Sudowoodo,Sturdy,rock,Imitation Pokemon,70,100,115,30,65,30,185,65,1.2,38,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png
186,Politoed,Water Absorb,water,Frog Pokemon,90,75,75,90,100,70,186,45,1.1,33.9,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png
187,Hoppip,Chlorophyll,grass,Cottonweed Pokemon,35,35,40,35,55,50,187,255,0.4,0.5,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png
188,Skiploom,Chlorophyll,grass,Cottonweed Pokemon,55,45,50,45,65,80,188,120,0.6,1,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png
189,Jumpluff,Chlorophyll,grass,Cottonweed Pokemon,75,55,70,55,95,110,189,45,0.8,3,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png
190,Aipom,Run Away,normal,Long Tail Pokemon,55,70,55,40,55,85,190,45,0.8,11.5,2,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png
191,Sunkern,Chlorophyll,grass,Seed Pokemon,30,30,30,30,30,30,191,235,0.3,1.8,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png
192,Sunflora,Chlorophyll,grass,Sun Pokemon,75,75,55,105,85,30,192,120,0.8,8.5,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png
193,Yanma,Speed Boost,bug,Clear Wing Pokemon,65,65,45,75,45,95,193,75,1.2,38,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png
194,Wooper,Damp,water,Water Fish Pokemon,55,45,45,25,25,15,194,255,0.4,8.5,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png
195,Quagsire,Damp,water,Water Fish Pokemon,95,85,85,65,65,35,195,90,1.4,75,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png
196,Espeon,Synchronize,psychic,Sun Pokemon,65,65,60,130,95,110,196,45,0.9,26.5,2,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png
197,Umbreon,Synchronize,dark,Moonlight Pokemon,95,65,110,60,130,65,197,45,1,27,2,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png
198,Murkrow,Insomnia,dark,Darkness Pokemon,60,85,42,85,42,91,198,30,0.5,2.1,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png
199,Slowking,Oblivious,water,Royal Pokemon,95,75,80,100,110,30,199,70,2,79.5,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png
200,Misdreavus,Levitate,ghost,Screech Pokemon,60,60,60,85,85,85,200,45,0.7,1,2,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png
201,Unown,Levitate,psychic,Symbol Pokemon,48,72,48,72,48,48,201,225,0.5,5,2,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png
202,Wobbuffet,Shadow Tag,psychic,Patient Pokemon,190,33,58,33,58,33,202,45,1.3,28.5,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png
203,Girafarig,Inner Focus,normal,Long Neck Pokemon,70,80,65,90,65,85,203,60,1.5,41.5,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png
204,Pineco,Sturdy,bug,Bagworm Pokemon,50,65,90,35,35,15,204,190,0.6,7.2,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png
205,Forretress,Sturdy,bug,Bagworm Pokemon,75,90,140,60,60,40,205,75,1.2,125.8,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png
206,Dunsparce,Serene Grace,normal,Land Snake Pokemon,100,70,70,65,65,45,206,190,1.5,14,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png
207,Gligar,Hyper Cutter,ground,Flyscorpion Pokemon,65,75,105,35,65,85,207,60,1.1,64.8,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png
208,Steelix,Rock Head,steel,Iron Snake Pokemon,75,125,230,55,95,30,208,25,9.2,400,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png
209,Snubbull,Intimidate,fairy,Fairy Pokemon,60,80,50,40,40,30,209,190,0.6,7.8,2,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png
210,Granbull,Intimidate,fairy,Fairy Pokemon,90,120,75,60,60,45,210,75,1.4,48.7,2,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png
211,Qwilfish,Poison Point,water,Balloon Pokemon,65,95,85,55,55,85,211,45,0.5,3.9,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png
212,Scizor,Swarm,bug,Pincer Pokemon,70,150,140,65,100,75,212,25,1.8,118,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png
213,Shuckle,Sturdy,bug,Mold Pokemon,20,10,230,10,230,5,213,190,0.6,20.5,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png
214,Heracross,Swarm,bug,Singlehorn Pokemon,80,185,115,40,105,75,214,45,1.5,54,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png
215,Sneasel,Inner Focus,dark,Sharp Claw Pokemon,55,95,55,35,75,115,215,60,0.9,28,2,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png
216,Teddiursa,Pickup,normal,Little Bear Pokemon,60,80,50,50,50,40,216,120,0.6,8.8,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png
217,Ursaring,Guts,normal,Hibernator Pokemon,90,130,75,75,75,55,217,60,1.8,125.8,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png
218,Slugma,Magma Armor,fire,Lava Pokemon,40,40,40,70,40,20,218,190,0.7,35,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png
219,Magcargo,Magma Armor,fire,Lava Pokemon,60,50,120,90,80,30,219,75,0.8,55,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png
220,Swinub,Oblivious,ice,Pig Pokemon,50,50,40,30,30,50,220,225,0.4,6.5,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png
221,Piloswine,Oblivious,ice,Swine Pokemon,100,100,80,60,60,50,221,75,1.1,55.8,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png
222,Corsola,Hustle,water,Coral Pokemon,65,55,95,65,95,35,222,60,0.6,5,2,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png
223,Remoraid,Hustle,water,Jet Pokemon,35,65,35,65,35,65,223,190,0.6,12,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png
224,Octillery,Suction Cups,water,Jet Pokemon,75,105,75,105,75,45,224,75,0.9,28.5,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png
225,Delibird,Vital Spirit,ice,Delivery Pokemon,45,55,45,65,45,75,225,45,0.9,16,2,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
226,Mantine,Swift Swim,water,Kite Pokemon,85,40,70,80,140,70,226,25,2.1,220,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png
227,Skarmory,Keen Eye,steel,Armor Bird Pokemon,65,80,140,40,70,70,227,25,1.7,50.5,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png
228,Houndour,Early Bird,dark,Dark Pokemon,45,60,30,80,50,65,228,120,0.6,10.8,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
229,Houndoom,Early Bird,dark,Dark Pokemon,75,90,90,140,90,115,229,45,1.4,35,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
230,Kingdra,Swift Swim,water,Dragon Pokemon,75,95,95,95,95,85,230,45,1.8,152,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png
231,Phanpy,Pickup,ground,Long Nose Pokemon,90,60,60,40,40,40,231,120,0.5,33.5,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png
232,Donphan,Sturdy,ground,Armor Pokemon,90,120,120,60,60,50,232,60,1.1,120,2,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
233,Porygon2,Trace,normal,Virtual Pokemon,85,80,90,105,95,60,233,45,0.6,32.5,2,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png
234,Stantler,Intimidate,normal,Big Horn Pokemon,73,95,62,85,65,85,234,45,1.4,71.2,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png
235,Smeargle,Own Tempo,normal,Painter Pokemon,55,20,35,20,45,75,235,45,1.2,58,2,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png
236,Tyrogue,Guts,fighting,Scuffle Pokemon,35,35,35,35,35,35,236,75,0.7,21,2,0,100,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png
237,Hitmontop,Intimidate,fighting,Handstand Pokemon,50,95,95,35,110,70,237,45,1.4,48,2,0,100,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
238,Smoochum,Oblivious,ice,Kiss Pokemon,45,30,15,85,65,65,238,45,0.4,6,2,0,0,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png
239,Elekid,Static,electric,Electric Pokemon,45,63,37,65,55,95,239,45,0.6,23.5,2,0,75.4,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
240,Magby,Flame Body,fire,Live Coal Pokemon,45,75,37,70,55,83,240,45,0.7,21.4,2,0,75.4,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
241,Miltank,Thick Fat,normal,Milk Cow Pokemon,95,80,105,40,70,100,241,45,1.2,75.5,2,0,0,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png
242,Blissey,Natural Cure,normal,Happiness Pokemon,255,10,10,75,135,55,242,30,1.5,46.8,2,0,0,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
243,Raikou,Pressure,electric,Thunder Pokemon,90,85,75,115,100,115,243,3,1.9,178,2,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
244,Entei,Pressure,fire,Volcano Pokemon,115,115,85,90,75,100,244,3,2.1,198,2,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
245,Suicune,Pressure,water,Aurora Pokemon,100,75,115,90,115,85,245,3,2,187,2,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
246,Larvitar,Guts,rock,Rock Skin Pokemon,50,64,50,45,50,41,246,45,0.6,72,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
247,Pupitar,Shed Skin,rock,Hard Shell Pokemon,70,84,70,65,70,51,247,45,1.2,152,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
248,Tyranitar,Sand Stream,rock,Armor Pokemon,100,164,150,95,120,71,248,45,2,202,2,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
249,Lugia,Pressure,psychic,Diving Pokemon,106,90,130,90,154,110,249,3,5.2,216,2,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
250,Ho-Oh,Pressure,fire,Rainbow Pokemon,106,130,90,110,154,90,250,3,3.8,199,2,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
251,Celebi,Natural Cure,psychic,Time Travel Pokemon,100,100,100,100,100,100,251,45,0.6,5,2,1,,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
252,Treecko,Overgrow,grass,Wood Gecko Pokemon,40,45,35,65,55,70,252,45,0.5,5,3,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
253,Grovyle,Overgrow,grass,Wood Gecko Pokemon,50,65,45,85,65,95,253,45,0.9,21.6,3,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
254,Sceptile,Overgrow,grass,Forest Pokemon,70,110,75,145,85,145,254,45,1.7,52.2,3,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
255,Torchic,Blaze,fire,Chick Pokemon,45,60,40,70,50,45,255,45,0.4,2.5,3,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
256,Combusken,Blaze,fire,Young Fowl Pokemon,60,85,60,85,60,55,256,45,0.9,19.5,3,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
257,Blaziken,Blaze,fire,Blaze Pokemon,80,160,80,130,80,100,257,45,1.9,52,3,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
258,Mudkip,Torrent,water,Mud Fish Pokemon,50,70,50,50,50,40,258,45,0.4,7.6,3,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
259,Marshtomp,Torrent,water,Mud Fish Pokemon,70,85,70,60,70,50,259,45,0.7,28,3,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
260,Swampert,Torrent,water,Mud Fish Pokemon,100,150,110,95,110,70,260,45,1.5,81.9,3,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
261,Poochyena,Run Away,dark,Bite Pokemon,35,55,35,30,30,35,261,255,0.5,13.6,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
262,Mightyena,Intimidate,dark,Bite Pokemon,70,90,70,60,60,70,262,127,1,37,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
263,Zigzagoon,Pickup,normal,Tiny Racoon Pokemon,38,30,41,30,41,60,263,255,0.4,17.5,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
264,Linoone,Pickup,normal,Rush Pokemon,78,70,61,50,61,100,264,90,0.5,32.5,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
265,Wurmple,Shield Dust,bug,Worm Pokemon,45,45,35,20,30,20,265,255,0.3,3.6,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
266,Silcoon,Shed Skin,bug,Cocoon Pokemon,50,35,55,25,25,15,266,120,0.6,10,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
267,Beautifly,Swarm,bug,Butterfly Pokemon,60,70,50,100,50,65,267,45,1,28.4,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
268,Cascoon,Shed Skin,bug,Cocoon Pokemon,50,35,55,25,25,15,268,120,0.7,11.5,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
269,Dustox,Shield Dust,bug,Poison Moth Pokemon,60,50,70,50,90,65,269,45,1.2,31.6,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
270,Lotad,Swift Swim,water,Water Weed Pokemon,40,30,30,40,50,30,270,255,0.5,2.6,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
271,Lombre,Swift Swim,water,Jolly Pokemon,60,50,50,60,70,50,271,120,1.2,32.5,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
272,Ludicolo,Swift Swim,water,Carefree Pokemon,80,70,70,90,100,70,272,45,1.5,55,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
273,Seedot,Chlorophyll,grass,Acorn Pokemon,40,40,50,30,30,30,273,255,0.5,4,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
274,Nuzleaf,Chlorophyll,grass,Wily Pokemon,70,70,40,60,40,60,274,120,1,28,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
275,Shiftry,Chlorophyll,grass,Wickid Pokemon,90,100,60,90,60,80,275,45,1.3,59.6,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
276,Taillow,Guts,normal,TinySwallow Pokemon,40,55,30,30,30,85,276,200,0.3,2.3,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
